STAR:060,4,VUUDU1,ENEME,HORUT,K7,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL260,     ,     , ,280,    ,   , , , , , , , , ;
STAR:070,4,VUUDU1,ENEME,FANTE,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL250,FL240,     , ,   ,    ,   , , , , , , , , ;
STAR:080,4,VUUDU1,ENEME,HUCUR,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:090,4,VUUDU1,ENEME,RACNO,K7,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL190,     ,     , ,280,    ,   , , , , , , , , ;
STAR:100,4,VUUDU1,ENEME,LUCYS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,15000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:110,4,VUUDU1,ENEME,SHRVY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,13000,11000,     , ,   ,    ,   , , , , , , , , ;
STAR:120,4,VUUDU1,ENEME,VUUDU,K7,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,VUUDU1,GAWKS,GAWKS,K7,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL310,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,VUUDU1,GAWKS,BAGGS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,VUUDU1,GAWKS,NOILS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,+,FL280,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,VUUDU1,GAWKS,PEBOE,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL260,     ,     , ,280,    ,   , , , , , , , , ;
STAR:050,4,VUUDU1,GAWKS,PACLA,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL250,FL240,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,VUUDU1,GAWKS,TROPS,K7,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:070,4,VUUDU1,GAWKS,RACNO,K7,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL190,     ,     , ,280,    ,   , , , , , , , , ;
STAR:080,4,VUUDU1,GAWKS,LUCYS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,15000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:090,4,VUUDU1,GAWKS,SHRVY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,13000,11000,     , ,   ,    ,   , , , , , , , , ;
STAR:100,4,VUUDU1,GAWKS,VUUDU,K7,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,VUUDU1,LUCYS,LUCYS,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,15000,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,VUUDU1,LUCYS,SHRVY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,13000,11000,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,VUUDU1,LUCYS,VUUDU,K7,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,VUUDU1,MOLIE,MOLIE,K7,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,VUUDU1,MOLIE,SANTR,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,VUUDU1,MOLIE,HORUT,K7,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL260,     ,     , ,280,    ,   , , , , , , , , ;
STAR:040,4,VUUDU1,MOLIE,FANTE,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL250,FL240,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,VUUDU1,MOLIE,HUCUR,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,VUUDU1,MOLIE,RACNO,K7,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL190,     ,     , ,280,    ,   , , , , , , , , ;
STAR:070,4,VUUDU1,MOLIE,LUCYS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,15000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:080,4,VUUDU1,MOLIE,SHRVY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,13000,11000,     , ,   ,    ,   , , , , , , , , ;
STAR:090,4,VUUDU1,MOLIE,VUUDU,K7,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,VUUDU1,SABEE,SABEE,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL250,     ,18000, ,280,    ,   , , , , , , , , ;
STAR:020,4,VUUDU1,SABEE,TROPS,K7,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,VUUDU1,SABEE,RACNO,K7,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL190,     ,     , ,280,    ,   , , , , , , , , ;
STAR:040,4,VUUDU1,SABEE,LUCYS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,15000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,VUUDU1,SABEE,SHRVY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,13000,11000,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,VUUDU1,SABEE,VUUDU,K7,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,VUUDU1,SWAGS,SWAGS,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    ,-,FL250,     ,18000, ,280,    ,   , , , , , , , , ;
STAR:020,4,VUUDU1,SWAGS,LUCYS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,15000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,VUUDU1,SWAGS,SHRVY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,13000,11000,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,VUUDU1,SWAGS,VUUDU,K7,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,4,VUUDU1,ZPLEN,ZPLEN,K7,E,A,E   , ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,4,VUUDU1,ZPLEN,IISLY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:030,4,VUUDU1,ZPLEN,DOFFY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,4,VUUDU1,ZPLEN,MOLIE,K7,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:050,4,VUUDU1,ZPLEN,SANTR,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:060,4,VUUDU1,ZPLEN,HORUT,K7,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL260,     ,     , ,280,    ,   , , , , , , , , ;
STAR:070,4,VUUDU1,ZPLEN,FANTE,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,FL250,FL240,     , ,   ,    ,   , , , , , , , , ;
STAR:080,4,VUUDU1,ZPLEN,HUCUR,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,FL220,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:090,4,VUUDU1,ZPLEN,RACNO,K7,E,A,E  H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,FL190,     ,     , ,280,    ,   , , , , , , , , ;
STAR:100,4,VUUDU1,ZPLEN,LUCYS,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,-,15000,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:110,4,VUUDU1,ZPLEN,SHRVY,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    ,B,13000,11000,     , ,   ,    ,   , , , , , , , , ;
STAR:120,4,VUUDU1,ZPLEN,VUUDU,K7,E,A,EE H, ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,VUUDU1,RW09R,VUUDU,K7,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,VUUDU1,RW09R,OWLLL,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,250,    ,   , , , , , , , , ;
STAR:030,6,VUUDU1,RW09R,SHZAM,K7,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,6,VUUDU1,RW09R,F45,K7,P,A,AE  , ,   ,VM, , , , , ,      ,    ,    ,0910,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,VUUDU1,RW14,VUUDU,K7,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
STAR:020,6,VUUDU1,RW14,OWLLL,K7,E,A,E   , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,09000,     ,     , ,250,    ,   , , , , , , , , ;
STAR:030,6,VUUDU1,RW14,SHZAM,K7,E,A,EY  , ,   ,TF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:040,6,VUUDU1,RW14,F45,K7,P,A,AE  , ,   ,VM, , , , , ,      ,    ,    ,0910,    , ,     ,     ,     , ,   ,    ,   , , , , , , , , ;
STAR:010,6,VUUDU1,RW27L,VUUDU,K7,E,A,E  H, ,   ,IF, , , , , ,      ,    ,    ,    ,    , ,     ,     ,18000, ,   ,    ,   , , , , , , , , ;
